id,task,response,guessing,guessing_text,strategy,strategy_text,rt
participant_32,east_north-east,south-west,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,12441
participant_32,north-west_north-west,south-east,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,19932
participant_32,south-east_east,north-west,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,25788
participant_32,north-west_south-east,south-east,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,31233
participant_32,north-east_south-west,south-east,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,26461
participant_32,south_south,north,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,16705
participant_32,north-west_south-west,east,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,29374
participant_32,south_west,south-west,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,19607
participant_32,south-east_west,north,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,20580
participant_32,south-west_west,north-east,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,49397
participant_32,north-west_north-east,south,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,20512
participant_32,south-west_east,north-east,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,27886
participant_32,west_south,north-east,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,25578
participant_32,east_north-west,north,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,34759
participant_32,south-west_north,south-east,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,31943
participant_32,north_north-west,south-east,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,30686
participant_32,west_north,south,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,26261
participant_32,north_south-east,south,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,27000
participant_32,east_south-east,north-east,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,25706
participant_32,north-east_north-east,south-west,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,30793
participant_32,west_east,east,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,16354
participant_32,south_east,north-east,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,26250
participant_32,south-east_north,south-west,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,44430
participant_32,south-west_south,north-east,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,31397
participant_32,east_south-west,south-west,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,33941
participant_32,north_south-west,north-east,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,13638
participant_32,west_west,east,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,34246
participant_32,north-east_north-west,north-east,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,29048
participant_32,south-east_south,north,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,30015
participant_33,south-east_south,north-west,no,,spatial,,11196
participant_33,north-east_north-east,south-west,no,,spatial,,26554
participant_33,east_south-east,north,no,,spatial,,23432
participant_33,west_south,north-east,no,,spatial,,33942
participant_33,north-east_south-west,nvc,no,,spatial,,42134
participant_33,north-west_north-west,south-east,no,,spatial,,22662
participant_33,east_north-west,south,no,,spatial,,33412
participant_33,south_south,nvc,no,,spatial,,11598
participant_33,south-east_west,north,no,,spatial,,21175
participant_33,north_south-east,west,no,,spatial,,28222
participant_33,south-east_north,west,no,,spatial,,20732
participant_33,north-west_south-west,east,no,,spatial,,28699
participant_33,north-west_north-east,south,no,,spatial,,15211
participant_33,south-west_east,north,no,,spatial,,14216
participant_33,north-east_north-west,south,no,,spatial,,24243
participant_33,south-west_north,east,no,,spatial,,13806
participant_33,west_east,nvc,no,,spatial,,14876
participant_33,north-west_south-east,west,no,,spatial,,24792
participant_33,south_east,north-west,no,,spatial,,15457
participant_33,south-west_south,north-east,no,,spatial,,46759
participant_33,east_south-west,north,no,,spatial,,32643
participant_33,south-west_west,north-east,no,,spatial,,26018
participant_33,north-east_south-east,west,no,,spatial,,64457
participant_33,north_north-west,south-east,no,,spatial,,28810
participant_33,south-east_east,north-west,no,,spatial,,17588
participant_33,east_north-east,south-west,no,,spatial,,45528
participant_33,south_west,north-east,no,,spatial,,66727
participant_33,north_south-west,east,no,,spatial,,32753
participant_33,west_west,east,no,,spatial,,16503
participant_33,south_north,nvc,no,,spatial,,41540
participant_33,west_north,south-east,no,,spatial,,67234
participant_33,north_north-east,south-west,no,,spatial,,61822
participant_34,north-east_south-east,west,no,,spatial,,6005
participant_34,south-west_east,north,no,,spatial,,12001
participant_34,north-east_south-west,nvc,no,,spatial,,21406
participant_34,east_north-east,south-west,no,,spatial,,9524
participant_34,south_north,nvc,no,,spatial,,3242
participant_34,north_south-east,west,no,,spatial,,4555
participant_34,south-west_south,north-east,no,,spatial,,4455
participant_34,south-east_east,north-west,no,,spatial,,4709
participant_34,north-west_north-east,south,no,,spatial,,5829
participant_34,south_east,north-west,no,,spatial,,4713
participant_34,south-west_north,east,no,,spatial,,3867
participant_34,north_north-east,south-west,no,,spatial,,3589
participant_34,north-west_south-east,nvc,no,,spatial,,3841
participant_34,north-west_north-west,south-east,no,,spatial,,4486
participant_34,west_west,east,no,,spatial,,3526
participant_34,south-east_west,north,no,,spatial,,3652
participant_34,north-east_north-west,south,no,,spatial,,5515
participant_34,north_south-west,east,no,,spatial,,7900
participant_34,south-west_west,north-west,no,,spatial,,40718
participant_34,east_south-east,north-west,no,,spatial,,26556
participant_34,north-east_north-east,south-west,no,,spatial,,20876
participant_34,west_north,south-east,no,,spatial,,27272
participant_34,east_north-west,south,no,,spatial,,21744
participant_34,west_south,north-east,no,,spatial,,23692
participant_34,north-west_south-west,east,no,,spatial,,10090
participant_34,south-east_south,north-west,no,,spatial,,4806
participant_34,east_south-west,north,no,,spatial,,6199
participant_34,south_south,north,no,,spatial,,4639
participant_34,south_west,north-east,no,,spatial,,4519
participant_34,south-east_north,west,no,,spatial,,20761
participant_34,west_east,nvc,no,,spatial,,21027
participant_34,north_north-west,south-east,no,,spatial,,14711
participant_35,north-east_north-east,south-west,no,,other,"By using my fingers to imagine a map of great britain, where things would be based and how youd get there",21448
participant_35,north_north-west,east,no,,other,"By using my fingers to imagine a map of great britain, where things would be based and how youd get there",24502
participant_35,south-west_south,north-east,no,,other,"By using my fingers to imagine a map of great britain, where things would be based and how youd get there",13191
participant_35,south-east_north,west,no,,other,"By using my fingers to imagine a map of great britain, where things would be based and how youd get there",32504
